population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days)
UM-HET3,C2018,TJL,f,JL17001,Control,0,,dead,True,977
UM-HET3,C2018,TJL,f,JL17002,Control,0,,dead,True,977
UM-HET3,C2018,TJL,f,JL17003,Control,0,,dead,True,1081
UM-HET3,C2018,TJL,f,JL17004,Control,0,,dead,True,841
UM-HET3,C2018,TJL,f,JL17029,Control,0,,dead,True,935
UM-HET3,C2018,TJL,f,JL17030,Control,0,,dead,True,791
UM-HET3,C2018,TJL,f,JL17031,Control,0,,dead,True,897
UM-HET3,C2018,TJL,f,JL17032,Control,0,,dead,True,908
UM-HET3,C2018,TJL,f,JL17037,Control,0,,dead,True,825
UM-HET3,C2018,TJL,f,JL17038,Control,0,,dead,True,995
UM-HET3,C2018,TJL,f,JL17039,Control,0,,dead,True,1104
UM-HET3,C2018,TJL,f,JL17040,Control,0,,dead,True,852
UM-HET3,C2018,TJL,f,JL17111,Control,0,,dead,True,805
UM-HET3,C2018,TJL,f,JL17112,Control,0,,dead,True,972
UM-HET3,C2018,TJL,f,JL17113,Control,0,,dead,True,831
UM-HET3,C2018,TJL,f,JL17114,Control,0,,dead,True,625
UM-HET3,C2018,TJL,f,JL17141,Control,0,,dead,True,694
UM-HET3,C2018,TJL,f,JL17142,Control,0,,dead,True,901
UM-HET3,C2018,TJL,f,JL17143,Control,0,,dead,True,821
UM-HET3,C2018,TJL,f,JL17144,Control,0,,dead,True,917
UM-HET3,C2018,TJL,f,JL17195,Control,0,,dead,True,992
UM-HET3,C2018,TJL,f,JL17196,Control,0,,dead,True,771
UM-HET3,C2018,TJL,f,JL17197,Control,0,,dead,True,928
UM-HET3,C2018,TJL,f,JL17198,Control,0,,dead,True,586
UM-HET3,C2018,TJL,f,JL17230,Control,0,,dead,True,817
UM-HET3,C2018,TJL,f,JL17231,Control,0,,dead,True,838
UM-HET3,C2018,TJL,f,JL17232,Control,0,,dead,True,1242
UM-HET3,C2018,TJL,f,JL17233,Control,0,,dead,True,670
UM-HET3,C2018,TJL,f,JL17249,Control,0,,dead,True,1173
UM-HET3,C2018,TJL,f,JL17250,Control,0,,dead,True,608
UM-HET3,C2018,TJL,f,JL17251,Control,0,,dead,True,1163
UM-HET3,C2018,TJL,f,JL17252,Control,0,,dead,True,998
UM-HET3,C2018,TJL,f,JL17257,Control,0,,dead,True,1085
UM-HET3,C2018,TJL,f,JL17258,Control,0,,dead,True,1259
UM-HET3,C2018,TJL,f,JL17259,Control,0,,dead,True,1154
UM-HET3,C2018,TJL,f,JL17260,Control,0,,dead,True,545
UM-HET3,C2018,TJL,f,JL17277,Control,0,,dead,True,949
UM-HET3,C2018,TJL,f,JL17278,Control,0,,dead,True,845
UM-HET3,C2018,TJL,f,JL17279,Control,0,,dead,True,749
UM-HET3,C2018,TJL,f,JL17280,Control,0,,dead,True,1054
UM-HET3,C2018,TJL,f,JL17335,Control,0,,dead,True,489
UM-HET3,C2018,TJL,f,JL17336,Control,0,,dead,True,933
UM-HET3,C2018,TJL,f,JL17337,Control,0,,dead,True,1167
UM-HET3,C2018,TJL,f,JL17338,Control,0,,dead,True,722
UM-HET3,C2018,TJL,f,JL17369,Control,0,,dead,True,997
UM-HET3,C2018,TJL,f,JL17370,Control,0,,dead,True,788
UM-HET3,C2018,TJL,f,JL17371,Control,0,,dead,True,725
UM-HET3,C2018,TJL,f,JL17372,Control,0,,dead,True,931
UM-HET3,C2018,TJL,f,JL17377,Control,0,,dead,True,1186
UM-HET3,C2018,TJL,f,JL17378,Control,0,,dead,True,871
UM-HET3,C2018,TJL,f,JL17379,Control,0,,dead,True,645
UM-HET3,C2018,TJL,f,JL17380,Control,0,,dead,True,885
UM-HET3,C2018,TJL,f,JL17381,Control,0,,dead,True,900
UM-HET3,C2018,TJL,f,JL17382,Control,0,,dead,True,902
UM-HET3,C2018,TJL,f,JL17383,Control,0,,dead,True,997
UM-HET3,C2018,TJL,f,JL17384,Control,0,,dead,True,1318
UM-HET3,C2018,TJL,f,JL17413,Control,0,,dead,True,976
UM-HET3,C2018,TJL,f,JL17414,Control,0,,dead,True,1151
UM-HET3,C2018,TJL,f,JL17415,Control,0,,dead,True,919
UM-HET3,C2018,TJL,f,JL17416,Control,0,,dead,True,968
UM-HET3,C2018,TJL,f,JL17432,Control,0,,dead,True,847
UM-HET3,C2018,TJL,f,JL17433,Control,0,,dead,True,1152
UM-HET3,C2018,TJL,f,JL17434,Control,0,,dead,True,862
UM-HET3,C2018,TJL,f,JL17435,Control,0,,dead,True,610
UM-HET3,C2018,TJL,f,JL17515,Control,0,,dead,True,961
UM-HET3,C2018,TJL,f,JL17516,Control,0,,dead,True,1182
UM-HET3,C2018,TJL,f,JL17517,Control,0,,dead,True,1227
UM-HET3,C2018,TJL,f,JL17518,Control,0,,dead,True,749
UM-HET3,C2018,TJL,f,JL17563,Control,0,,dead,True,851
UM-HET3,C2018,TJL,f,JL17564,Control,0,,dead,True,618
UM-HET3,C2018,TJL,f,JL17565,Control,0,,dead,True,687
UM-HET3,C2018,TJL,f,JL17566,Control,0,,dead,True,908
UM-HET3,C2018,TJL,f,JL17585,Control,0,,dead,True,921
UM-HET3,C2018,TJL,f,JL17586,Control,0,,dead,True,705
UM-HET3,C2018,TJL,f,JL17587,Control,0,,dead,True,661
UM-HET3,C2018,TJL,f,JL17588,Control,0,,dead,True,623
UM-HET3,C2018,TJL,f,JL17613,Control,0,,dead,True,830
UM-HET3,C2018,TJL,f,JL17614,Control,0,,dead,True,1116
UM-HET3,C2018,TJL,f,JL17615,Control,0,,dead,True,893
UM-HET3,C2018,TJL,f,JL17616,Control,0,,dead,True,934
UM-HET3,C2018,TJL,f,JL17666,Control,0,,dead,True,900
UM-HET3,C2018,TJL,f,JL17667,Control,0,,dead,True,1205
UM-HET3,C2018,TJL,f,JL17668,Control,0,,dead,True,967
UM-HET3,C2018,TJL,f,JL17669,Control,0,,dead,True,767
UM-HET3,C2018,TJL,f,JL17735,Control,0,,dead,True,1072
UM-HET3,C2018,TJL,f,JL17736,Control,0,,dead,True,944
UM-HET3,C2018,TJL,f,JL17737,Control,0,,dead,True,1170
UM-HET3,C2018,TJL,f,JL17738,Control,0,,dead,True,923
UM-HET3,C2018,TJL,f,JL17739,Control,0,,dead,True,814
UM-HET3,C2018,TJL,f,JL17740,Control,0,,dead,True,1100
UM-HET3,C2018,TJL,f,JL17741,Control,0,,dead,True,1105
UM-HET3,C2018,TJL,f,JL17742,Control,0,,dead,True,987
UM-HET3,C2018,TJL,f,JL17753,Control,0,,dead,True,773
UM-HET3,C2018,TJL,f,JL17754,Control,0,,dead,True,760
UM-HET3,C2018,TJL,f,JL17755,Control,0,,dead,True,892
UM-HET3,C2018,TJL,f,JL17756,Control,0,,dead,True,729
UM-HET3,C2018,TJL,m,JL17019,Control,0,,dead,True,529
UM-HET3,C2018,TJL,m,JL17020,Control,0,,dead,True,367
UM-HET3,C2018,TJL,m,JL17021,Control,0,,dead,True,866
UM-HET3,C2018,TJL,m,JL17022,Control,0,,dead,True,460
UM-HET3,C2018,TJL,m,JL17023,Control,0,,dead,True,830
UM-HET3,C2018,TJL,m,JL17024,Control,0,,dead,True,133
UM-HET3,C2018,TJL,m,JL17045,Control,0,,dead,True,345
UM-HET3,C2018,TJL,m,JL17046,Control,0,,dead,True,317
UM-HET3,C2018,TJL,m,JL17047,Control,0,,dead,True,975
UM-HET3,C2018,TJL,m,JL17063,Control,0,,dead,True,820
UM-HET3,C2018,TJL,m,JL17064,Control,0,,dead,True,603
UM-HET3,C2018,TJL,m,JL17065,Control,0,,dead,True,603
UM-HET3,C2018,TJL,m,JL17094,Control,0,,dead,True,395
UM-HET3,C2018,TJL,m,JL17095,Control,0,,dead,True,960
UM-HET3,C2018,TJL,m,JL17096,Control,0,,dead,True,773
UM-HET3,C2018,TJL,m,JL17097,Control,0,,dead,True,443
UM-HET3,C2018,TJL,m,JL17098,Control,0,,dead,True,453
UM-HET3,C2018,TJL,m,JL17099,Control,0,,dead,True,864
UM-HET3,C2018,TJL,m,JL17159,Control,0,,dead,True,947
UM-HET3,C2018,TJL,m,JL17160,Control,0,,dead,True,454
UM-HET3,C2018,TJL,m,JL17161,Control,0,,dead,True,293
UM-HET3,C2018,TJL,m,JL17165,Control,0,,dead,True,363
UM-HET3,C2018,TJL,m,JL17166,Control,0,,dead,True,321
UM-HET3,C2018,TJL,m,JL17167,Control,0,,dead,True,405
UM-HET3,C2018,TJL,m,JL17168,Control,0,,dead,True,726
UM-HET3,C2018,TJL,m,JL17169,Control,0,,dead,True,617
UM-HET3,C2018,TJL,m,JL17170,Control,0,,dead,True,419
UM-HET3,C2018,TJL,m,JL17199,Control,0,,dead,True,412
UM-HET3,C2018,TJL,m,JL17200,Control,0,,dead,True,807
UM-HET3,C2018,TJL,m,JL17201,Control,0,,dead,True,1123
UM-HET3,C2018,TJL,m,JL17219,Control,0,,dead,True,411
UM-HET3,C2018,TJL,m,JL17220,Control,0,,dead,True,579
UM-HET3,C2018,TJL,m,JL17221,Control,0,,dead,True,544
UM-HET3,C2018,TJL,m,JL17234,Control,0,,dead,True,883
UM-HET3,C2018,TJL,m,JL17235,Control,0,,dead,True,708
UM-HET3,C2018,TJL,m,JL17236,Control,0,,dead,True,953
UM-HET3,C2018,TJL,m,JL17246,Control,0,,dead,True,603
UM-HET3,C2018,TJL,m,JL17247,Control,0,,dead,True,1116
UM-HET3,C2018,TJL,m,JL17248,Control,0,,dead,True,1116
UM-HET3,C2018,TJL,m,JL17264,Control,0,,dead,True,502
UM-HET3,C2018,TJL,m,JL17265,Control,0,,dead,True,329
UM-HET3,C2018,TJL,m,JL17266,Control,0,,dead,True,938
UM-HET3,C2018,TJL,m,JL17289,Control,0,,dead,True,934
UM-HET3,C2018,TJL,m,JL17290,Control,0,,dead,True,736
UM-HET3,C2018,TJL,m,JL17291,Control,0,,dead,True,277
UM-HET3,C2018,TJL,m,JL17295,Control,0,,dead,True,464
UM-HET3,C2018,TJL,m,JL17296,Control,0,,dead,True,1009
UM-HET3,C2018,TJL,m,JL17297,Control,0,,dead,True,1010
UM-HET3,C2018,TJL,m,JL17332,Control,0,,dead,True,715
UM-HET3,C2018,TJL,m,JL17333,Control,0,,dead,True,573
UM-HET3,C2018,TJL,m,JL17334,Control,0,,dead,True,715
UM-HET3,C2018,TJL,m,JL17343,Control,0,,dead,True,1197
UM-HET3,C2018,TJL,m,JL17344,Control,0,,dead,True,174
UM-HET3,C2018,TJL,m,JL17345,Control,0,,dead,True,701
UM-HET3,C2018,TJL,m,JL17352,Control,0,,dead,True,838
UM-HET3,C2018,TJL,m,JL17353,Control,0,,dead,True,572
UM-HET3,C2018,TJL,m,JL17354,Control,0,,dead,True,454
UM-HET3,C2018,TJL,m,JL17355,Control,0,,dead,True,294
UM-HET3,C2018,TJL,m,JL17356,Control,0,,dead,True,454
UM-HET3,C2018,TJL,m,JL17357,Control,0,,dead,True,873
UM-HET3,C2018,TJL,m,JL17400,Control,0,,dead,True,638
UM-HET3,C2018,TJL,m,JL17401,Control,0,,dead,True,662
UM-HET3,C2018,TJL,m,JL17402,Control,0,,dead,True,331
UM-HET3,C2018,TJL,m,JL17420,Control,0,,dead,True,766
UM-HET3,C2018,TJL,m,JL17421,Control,0,,dead,True,895
UM-HET3,C2018,TJL,m,JL17422,Control,0,,dead,True,858
UM-HET3,C2018,TJL,m,JL17429,Control,0,,dead,True,408
UM-HET3,C2018,TJL,m,JL17430,Control,0,,dead,True,478
UM-HET3,C2018,TJL,m,JL17431,Control,0,,dead,True,802
UM-HET3,C2018,TJL,m,JL17459,Control,0,,dead,True,631
UM-HET3,C2018,TJL,m,JL17460,Control,0,,dead,True,686
UM-HET3,C2018,TJL,m,JL17461,Control,0,,dead,True,213
UM-HET3,C2018,TJL,m,JL17471,Control,0,,dead,True,1003
UM-HET3,C2018,TJL,m,JL17472,Control,0,,dead,True,940
UM-HET3,C2018,TJL,m,JL17473,Control,0,,dead,True,1019
UM-HET3,C2018,TJL,m,JL17493,Control,0,,dead,True,753
UM-HET3,C2018,TJL,m,JL17494,Control,0,,dead,True,970
UM-HET3,C2018,TJL,m,JL17495,Control,0,,dead,True,514
UM-HET3,C2018,TJL,m,JL17505,Control,0,,dead,True,931
UM-HET3,C2018,TJL,m,JL17506,Control,0,,dead,True,1018
UM-HET3,C2018,TJL,m,JL17507,Control,0,,dead,True,358
UM-HET3,C2018,TJL,m,JL17530,Control,0,,dead,True,981
UM-HET3,C2018,TJL,m,JL17531,Control,0,,dead,True,373
UM-HET3,C2018,TJL,m,JL17532,Control,0,,dead,True,331
UM-HET3,C2018,TJL,m,JL17539,Control,0,,dead,True,857
UM-HET3,C2018,TJL,m,JL17540,Control,0,,dead,True,351
UM-HET3,C2018,TJL,m,JL17541,Control,0,,dead,True,345
UM-HET3,C2018,TJL,m,JL17542,Control,0,,dead,True,1057
UM-HET3,C2018,TJL,m,JL17543,Control,0,,dead,True,672
UM-HET3,C2018,TJL,m,JL17544,Control,0,,dead,True,239
UM-HET3,C2018,TJL,m,JL17589,Control,0,,dead,True,768
UM-HET3,C2018,TJL,m,JL17590,Control,0,,dead,True,875
UM-HET3,C2018,TJL,m,JL17591,Control,0,,dead,True,869
UM-HET3,C2018,TJL,m,JL17592,Control,0,,dead,True,317
UM-HET3,C2018,TJL,m,JL17593,Control,0,,dead,True,878
UM-HET3,C2018,TJL,m,JL17594,Control,0,,dead,True,996
UM-HET3,C2018,TJL,m,JL17595,Control,0,,dead,True,647
UM-HET3,C2018,TJL,m,JL17596,Control,0,,dead,True,703
UM-HET3,C2018,TJL,m,JL17597,Control,0,,dead,True,650
UM-HET3,C2018,TJL,m,JL17598,Control,0,,dead,True,538
UM-HET3,C2018,TJL,m,JL17599,Control,0,,dead,True,378
UM-HET3,C2018,TJL,m,JL17600,Control,0,,dead,True,1014
UM-HET3,C2018,TJL,m,JL17629,Control,0,,dead,True,801
UM-HET3,C2018,TJL,m,JL17630,Control,0,,dead,True,950
UM-HET3,C2018,TJL,m,JL17631,Control,0,,dead,True,934
UM-HET3,C2018,TJL,m,JL17711,Control,0,,dead,True,1025
UM-HET3,C2018,TJL,m,JL17712,Control,0,,dead,True,519
UM-HET3,C2018,TJL,m,JL17713,Control,0,,dead,True,649
UM-HET3,C2018,UM,f,UM79961,Control,0,,dead,True,1026
UM-HET3,C2018,UM,f,UM79968,Control,0,,dead,True,730
UM-HET3,C2018,UM,f,UM79975,Control,0,,dead,True,950
UM-HET3,C2018,UM,f,UM79982,Control,0,,dead,True,727
UM-HET3,C2018,UM,f,UM80262,Control,0,,dead,True,734
UM-HET3,C2018,UM,f,UM80269,Control,0,,dead,True,619
UM-HET3,C2018,UM,f,UM80276,Control,0,,dead,True,872
UM-HET3,C2018,UM,f,UM80283,Control,0,,dead,True,924
UM-HET3,C2018,UM,f,UM80605,Control,0,,dead,True,895
UM-HET3,C2018,UM,f,UM80612,Control,0,,dead,True,573
UM-HET3,C2018,UM,f,UM80619,Control,0,,dead,True,876
UM-HET3,C2018,UM,f,UM80626,Control,0,,dead,True,857
UM-HET3,C2018,UM,f,UM80654,Control,0,,dead,True,785
UM-HET3,C2018,UM,f,UM80661,Control,0,,dead,True,825
UM-HET3,C2018,UM,f,UM80668,Control,0,,dead,True,842
UM-HET3,C2018,UM,f,UM80675,Control,0,,dead,True,816
UM-HET3,C2018,UM,f,UM80948,Control,0,,dead,True,862
UM-HET3,C2018,UM,f,UM80955,Control,0,,dead,True,690
UM-HET3,C2018,UM,f,UM80962,Control,0,,dead,True,914
UM-HET3,C2018,UM,f,UM80969,Control,0,,dead,True,882
UM-HET3,C2018,UM,f,UM81179,Control,0,,dead,True,965
UM-HET3,C2018,UM,f,UM81186,Control,0,,dead,True,788
UM-HET3,C2018,UM,f,UM81193,Control,0,,dead,True,1016
UM-HET3,C2018,UM,f,UM81200,Control,0,,dead,True,851
UM-HET3,C2018,UM,f,UM81424,Control,0,,dead,True,890
UM-HET3,C2018,UM,f,UM81431,Control,0,,dead,True,798
UM-HET3,C2018,UM,f,UM81438,Control,0,,dead,True,830
UM-HET3,C2018,UM,f,UM81445,Control,0,,dead,True,1027
UM-HET3,C2018,UM,f,UM81480,Control,0,,dead,True,606
UM-HET3,C2018,UM,f,UM81487,Control,0,,dead,True,1056
UM-HET3,C2018,UM,f,UM81494,Control,0,,dead,True,873
UM-HET3,C2018,UM,f,UM81501,Control,0,,dead,True,875
UM-HET3,C2018,UM,f,UM81816,Control,0,,dead,True,698
UM-HET3,C2018,UM,f,UM81823,Control,0,,dead,True,720
UM-HET3,C2018,UM,f,UM81830,Control,0,,dead,True,798
UM-HET3,C2018,UM,f,UM81837,Control,0,,dead,True,778
UM-HET3,C2018,UM,f,UM82075,Control,0,,dead,True,865
UM-HET3,C2018,UM,f,UM82082,Control,0,,dead,True,914
UM-HET3,C2018,UM,f,UM82089,Control,0,,dead,True,729
UM-HET3,C2018,UM,f,UM82096,Control,0,,dead,True,926
UM-HET3,C2018,UM,f,UM82124,Control,0,,dead,True,945
UM-HET3,C2018,UM,f,UM82131,Control,0,,dead,True,539
UM-HET3,C2018,UM,f,UM82138,Control,0,,dead,True,997
UM-HET3,C2018,UM,f,UM82145,Control,0,,dead,True,795
UM-HET3,C2018,UM,f,UM82285,Control,0,,dead,True,527
UM-HET3,C2018,UM,f,UM82292,Control,0,,dead,True,847
UM-HET3,C2018,UM,f,UM82299,Control,0,,dead,True,744
UM-HET3,C2018,UM,f,UM82306,Control,0,,dead,True,971
UM-HET3,C2018,UM,f,UM82775,Control,0,,dead,True,807
UM-HET3,C2018,UM,f,UM82782,Control,0,,dead,True,757
UM-HET3,C2018,UM,f,UM82789,Control,0,,dead,True,883
UM-HET3,C2018,UM,f,UM82796,Control,0,,dead,True,872
UM-HET3,C2018,UM,f,UM82866,Control,0,,dead,True,940
UM-HET3,C2018,UM,f,UM82873,Control,0,,dead,True,672
UM-HET3,C2018,UM,f,UM82880,Control,0,,dead,True,880
UM-HET3,C2018,UM,f,UM82887,Control,0,,dead,True,885
UM-HET3,C2018,UM,f,UM83083,Control,0,,dead,True,906
UM-HET3,C2018,UM,f,UM83090,Control,0,,dead,True,790
UM-HET3,C2018,UM,f,UM83097,Control,0,,dead,True,928
UM-HET3,C2018,UM,f,UM83104,Control,0,,dead,True,687
UM-HET3,C2018,UM,f,UM83209,Control,0,,dead,True,683
UM-HET3,C2018,UM,f,UM83216,Control,0,,dead,True,1071
UM-HET3,C2018,UM,f,UM83223,Control,0,,dead,True,768
UM-HET3,C2018,UM,f,UM83230,Control,0,,dead,True,1032
UM-HET3,C2018,UM,f,UM83510,Control,0,,dead,True,1041
UM-HET3,C2018,UM,f,UM83517,Control,0,,dead,True,405
UM-HET3,C2018,UM,f,UM83524,Control,0,,dead,True,815
UM-HET3,C2018,UM,f,UM83531,Control,0,,dead,True,559
UM-HET3,C2018,UM,f,UM83566,Control,0,,dead,True,993
UM-HET3,C2018,UM,f,UM83573,Control,0,,dead,True,852
UM-HET3,C2018,UM,f,UM83580,Control,0,,dead,True,963
UM-HET3,C2018,UM,f,UM83587,Control,0,,dead,True,551
UM-HET3,C2018,UM,f,UM83972,Control,0,,dead,True,739
UM-HET3,C2018,UM,f,UM83979,Control,0,,dead,True,959
UM-HET3,C2018,UM,f,UM83986,Control,0,,dead,True,858
UM-HET3,C2018,UM,f,UM83993,Control,0,,dead,True,1002
UM-HET3,C2018,UM,f,UM84224,Control,0,,dead,True,788
UM-HET3,C2018,UM,f,UM84231,Control,0,,dead,True,982
UM-HET3,C2018,UM,f,UM84238,Control,0,,dead,True,825
UM-HET3,C2018,UM,f,UM84245,Control,0,,dead,True,959
UM-HET3,C2018,UM,f,UM84329,Control,0,,dead,True,826
UM-HET3,C2018,UM,f,UM84336,Control,0,,dead,True,605
UM-HET3,C2018,UM,f,UM84343,Control,0,,dead,True,954
UM-HET3,C2018,UM,f,UM84350,Control,0,,dead,True,913
UM-HET3,C2018,UM,f,UM84539,Control,0,,dead,True,697
UM-HET3,C2018,UM,f,UM84546,Control,0,,dead,True,818
UM-HET3,C2018,UM,f,UM84553,Control,0,,dead,True,840
UM-HET3,C2018,UM,f,UM84560,Control,0,,dead,True,909
UM-HET3,C2018,UM,f,UM84707,Control,0,,dead,True,786
UM-HET3,C2018,UM,f,UM84714,Control,0,,dead,True,839
UM-HET3,C2018,UM,f,UM84721,Control,0,,dead,True,928
UM-HET3,C2018,UM,f,UM84728,Control,0,,dead,True,828
UM-HET3,C2018,UM,f,UM84931,Control,0,,dead,True,873
UM-HET3,C2018,UM,f,UM84938,Control,0,,dead,True,1124
UM-HET3,C2018,UM,f,UM84945,Control,0,,dead,True,760
UM-HET3,C2018,UM,f,UM84952,Control,0,,dead,True,1167
UM-HET3,C2018,UM,m,UM80192,Control,0,,removed,False,671
UM-HET3,C2018,UM,m,UM80199,Control,0,,dead,True,833
UM-HET3,C2018,UM,m,UM80206,Control,0,,dead,True,670
UM-HET3,C2018,UM,m,UM80290,Control,0,,dead,True,677
UM-HET3,C2018,UM,m,UM80297,Control,0,,dead,True,1096
UM-HET3,C2018,UM,m,UM80304,Control,0,,dead,True,281
UM-HET3,C2018,UM,m,UM80451,Control,0,,dead,True,1124
UM-HET3,C2018,UM,m,UM80458,Control,0,,dead,True,422
UM-HET3,C2018,UM,m,UM80465,Control,0,,dead,True,744
UM-HET3,C2018,UM,m,UM80472,Control,0,,removed,False,309
UM-HET3,C2018,UM,m,UM80479,Control,0,,removed,False,309
UM-HET3,C2018,UM,m,UM80486,Control,0,,removed,False,309
UM-HET3,C2018,UM,m,UM80584,Control,0,,dead,True,188
UM-HET3,C2018,UM,m,UM80591,Control,0,,dead,True,419
UM-HET3,C2018,UM,m,UM80598,Control,0,,dead,True,682
UM-HET3,C2018,UM,m,UM80682,Control,0,,dead,True,215
UM-HET3,C2018,UM,m,UM80689,Control,0,,dead,True,876
UM-HET3,C2018,UM,m,UM80696,Control,0,,dead,True,378
UM-HET3,C2018,UM,m,UM80752,Control,0,,removed,False,112
UM-HET3,C2018,UM,m,UM80759,Control,0,,removed,False,112
UM-HET3,C2018,UM,m,UM80766,Control,0,,removed,False,112
UM-HET3,C2018,UM,m,UM80801,Control,0,,dead,True,591
UM-HET3,C2018,UM,m,UM80808,Control,0,,dead,True,441
UM-HET3,C2018,UM,m,UM80815,Control,0,,dead,True,499
UM-HET3,C2018,UM,m,UM80885,Control,0,,removed,False,289
UM-HET3,C2018,UM,m,UM80892,Control,0,,removed,False,289
UM-HET3,C2018,UM,m,UM80899,Control,0,,removed,False,289
UM-HET3,C2018,UM,m,UM81130,Control,0,,dead,True,760
UM-HET3,C2018,UM,m,UM81137,Control,0,,dead,True,843
UM-HET3,C2018,UM,m,UM81144,Control,0,,removed,False,947
UM-HET3,C2018,UM,m,UM81319,Control,0,,dead,True,976
UM-HET3,C2018,UM,m,UM81326,Control,0,,removed,False,718
UM-HET3,C2018,UM,m,UM81333,Control,0,,dead,True,1104
UM-HET3,C2018,UM,m,UM81382,Control,0,,dead,True,927
UM-HET3,C2018,UM,m,UM81389,Control,0,,dead,True,847
UM-HET3,C2018,UM,m,UM81396,Control,0,,dead,True,871
UM-HET3,C2018,UM,m,UM81529,Control,0,,dead,True,899
UM-HET3,C2018,UM,m,UM81536,Control,0,,dead,True,765
UM-HET3,C2018,UM,m,UM81543,Control,0,,dead,True,831
UM-HET3,C2018,UM,m,UM81795,Control,0,,dead,True,787
UM-HET3,C2018,UM,m,UM81802,Control,0,,dead,True,598
UM-HET3,C2018,UM,m,UM81809,Control,0,,dead,True,824
UM-HET3,C2018,UM,m,UM81893,Control,0,,dead,True,850
UM-HET3,C2018,UM,m,UM81900,Control,0,,dead,True,273
UM-HET3,C2018,UM,m,UM81907,Control,0,,dead,True,262
UM-HET3,C2018,UM,m,UM82103,Control,0,,dead,True,456
UM-HET3,C2018,UM,m,UM82110,Control,0,,dead,True,1029
UM-HET3,C2018,UM,m,UM82117,Control,0,,dead,True,373
UM-HET3,C2018,UM,m,UM82152,Control,0,,dead,True,779
UM-HET3,C2018,UM,m,UM82159,Control,0,,dead,True,859
UM-HET3,C2018,UM,m,UM82166,Control,0,,dead,True,828
UM-HET3,C2018,UM,m,UM82194,Control,0,,dead,True,544
UM-HET3,C2018,UM,m,UM82201,Control,0,,dead,True,1128
UM-HET3,C2018,UM,m,UM82208,Control,0,,dead,True,1001
UM-HET3,C2018,UM,m,UM82313,Control,0,,dead,True,439
UM-HET3,C2018,UM,m,UM82320,Control,0,,dead,True,912
UM-HET3,C2018,UM,m,UM82327,Control,0,,dead,True,786
UM-HET3,C2018,UM,m,UM82362,Control,0,,dead,True,720
UM-HET3,C2018,UM,m,UM82369,Control,0,,dead,True,764
UM-HET3,C2018,UM,m,UM82376,Control,0,,dead,True,545
UM-HET3,C2018,UM,m,UM82495,Control,0,,dead,True,897
UM-HET3,C2018,UM,m,UM82502,Control,0,,dead,True,913
UM-HET3,C2018,UM,m,UM82509,Control,0,,dead,True,770
UM-HET3,C2018,UM,m,UM82803,Control,0,,removed,False,291
UM-HET3,C2018,UM,m,UM82810,Control,0,,dead,True,212
UM-HET3,C2018,UM,m,UM82817,Control,0,,removed,False,291
UM-HET3,C2018,UM,m,UM82845,Control,0,,removed,False,394
UM-HET3,C2018,UM,m,UM82852,Control,0,,removed,False,394
UM-HET3,C2018,UM,m,UM82859,Control,0,,removed,False,394
UM-HET3,C2018,UM,m,UM82915,Control,0,,dead,True,473
UM-HET3,C2018,UM,m,UM82922,Control,0,,dead,True,906
UM-HET3,C2018,UM,m,UM82929,Control,0,,dead,True,536
UM-HET3,C2018,UM,m,UM83258,Control,0,,dead,True,509
UM-HET3,C2018,UM,m,UM83265,Control,0,,dead,True,99
UM-HET3,C2018,UM,m,UM83272,Control,0,,dead,True,763
UM-HET3,C2018,UM,m,UM83328,Control,0,,dead,True,267
UM-HET3,C2018,UM,m,UM83335,Control,0,,dead,True,325
UM-HET3,C2018,UM,m,UM83342,Control,0,,dead,True,1055
UM-HET3,C2018,UM,m,UM83349,Control,0,,dead,True,550
UM-HET3,C2018,UM,m,UM83356,Control,0,,dead,True,453
UM-HET3,C2018,UM,m,UM83363,Control,0,,dead,True,776
UM-HET3,C2018,UM,m,UM83762,Control,0,,dead,True,878
UM-HET3,C2018,UM,m,UM83769,Control,0,,dead,True,835
UM-HET3,C2018,UM,m,UM83776,Control,0,,dead,True,644
UM-HET3,C2018,UM,m,UM83783,Control,0,,removed,False,422
UM-HET3,C2018,UM,m,UM83790,Control,0,,removed,False,422
UM-HET3,C2018,UM,m,UM83797,Control,0,,removed,False,422
UM-HET3,C2018,UM,m,UM83951,Control,0,,dead,True,821
UM-HET3,C2018,UM,m,UM83958,Control,0,,dead,True,1085
UM-HET3,C2018,UM,m,UM83965,Control,0,,dead,True,671
UM-HET3,C2018,UM,m,UM84133,Control,0,,dead,True,718
UM-HET3,C2018,UM,m,UM84140,Control,0,,dead,True,1008
UM-HET3,C2018,UM,m,UM84147,Control,0,,dead,True,1017
UM-HET3,C2018,UM,m,UM84175,Control,0,,dead,True,295
UM-HET3,C2018,UM,m,UM84182,Control,0,,dead,True,1014
UM-HET3,C2018,UM,m,UM84189,Control,0,,dead,True,720
UM-HET3,C2018,UM,m,UM84357,Control,0,,dead,True,485
UM-HET3,C2018,UM,m,UM84364,Control,0,,dead,True,844
UM-HET3,C2018,UM,m,UM84371,Control,0,,dead,True,664
UM-HET3,C2018,UM,m,UM84420,Control,0,,dead,True,760
UM-HET3,C2018,UM,m,UM84427,Control,0,,dead,True,746
UM-HET3,C2018,UM,m,UM84434,Control,0,,dead,True,442
