population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days)
UM-HET3,C2018,UM,f,UM82943,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,943
UM-HET3,C2018,UM,f,UM82950,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,725
UM-HET3,C2018,UM,f,UM82957,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,556
UM-HET3,C2018,UM,f,UM84196,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,828
UM-HET3,C2018,UM,f,UM84203,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1037
UM-HET3,C2018,UM,f,UM84210,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,869
UM-HET3,C2018,UM,f,UM84217,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1113
UM-HET3,C2018,UM,f,UM84273,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,859
UM-HET3,C2018,UM,f,UM84280,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,956
UM-HET3,C2018,UM,f,UM84287,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,731
UM-HET3,C2018,UM,f,UM84294,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,794
UM-HET3,C2018,UM,f,UM84980,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1036
UM-HET3,C2018,UM,f,UM84987,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,802
UM-HET3,C2018,UM,f,UM84994,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,941
UM-HET3,C2018,UM,f,UM85001,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,935
UM-HET3,C2018,UM,f,UM85197,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,671
UM-HET3,C2018,UM,f,UM85204,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,671
UM-HET3,C2018,UM,f,UM85211,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,671
UM-HET3,C2018,UM,f,UM85218,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,671
UM-HET3,C2018,UM,m,UM80143,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,801
UM-HET3,C2018,UM,m,UM80150,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,578
UM-HET3,C2018,UM,m,UM80157,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,633
UM-HET3,C2018,UM,m,UM80360,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,898
UM-HET3,C2018,UM,m,UM80367,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,631
UM-HET3,C2018,UM,m,UM80374,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1202
UM-HET3,C2018,UM,m,UM80633,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,683
UM-HET3,C2018,UM,m,UM80640,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,631
UM-HET3,C2018,UM,m,UM80647,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,917
UM-HET3,C2018,UM,m,UM81004,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,570
UM-HET3,C2018,UM,m,UM81011,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,570
UM-HET3,C2018,UM,m,UM81018,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,570
UM-HET3,C2018,UM,m,UM81081,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1123
UM-HET3,C2018,UM,m,UM81088,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,478
UM-HET3,C2018,UM,m,UM81095,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,643
UM-HET3,C2018,UM,m,UM81298,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,919
UM-HET3,C2018,UM,m,UM81305,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,929
UM-HET3,C2018,UM,m,UM81312,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1123
UM-HET3,C2018,UM,m,UM81872,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,787
UM-HET3,C2018,UM,m,UM81879,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,926
UM-HET3,C2018,UM,m,UM81886,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,302
UM-HET3,C2018,UM,m,UM81935,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,285
UM-HET3,C2018,UM,m,UM81942,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,226
UM-HET3,C2018,UM,m,UM81949,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,732
UM-HET3,C2018,UM,m,UM82173,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,903
UM-HET3,C2018,UM,m,UM82180,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,614
UM-HET3,C2018,UM,m,UM82187,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,915
UM-HET3,C2018,UM,m,UM82453,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,993
UM-HET3,C2018,UM,m,UM82460,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,756
UM-HET3,C2018,UM,m,UM82467,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,635
UM-HET3,C2018,UM,m,UM82474,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,799
UM-HET3,C2018,UM,m,UM82481,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,955
UM-HET3,C2018,UM,m,UM82488,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1150
UM-HET3,C2018,UM,m,UM82964,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,617
UM-HET3,C2018,UM,m,UM82971,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1133
UM-HET3,C2018,UM,m,UM82978,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,818
UM-HET3,C2018,UM,m,UM83440,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1052
UM-HET3,C2018,UM,m,UM83447,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,861
UM-HET3,C2018,UM,m,UM83454,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,791
UM-HET3,C2018,UM,m,UM83692,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,528
UM-HET3,C2018,UM,m,UM83699,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,950
UM-HET3,C2018,UM,m,UM83706,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,876
UM-HET3,C2018,UM,m,UM83713,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,834
UM-HET3,C2018,UM,m,UM83720,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,673
UM-HET3,C2018,UM,m,UM83727,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,901
UM-HET3,C2018,UM,m,UM84154,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,177
UM-HET3,C2018,UM,m,UM84161,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,177
UM-HET3,C2018,UM,m,UM84168,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,177
UM-HET3,C2018,UM,m,UM84252,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,423
UM-HET3,C2018,UM,m,UM84259,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,789
UM-HET3,C2018,UM,m,UM84266,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,844
UM-HET3,C2018,UT,f,UT11196,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,854
UM-HET3,C2018,UT,f,UT11197,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,877
UM-HET3,C2018,UT,f,UT11198,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,560
UM-HET3,C2018,UT,f,UT11199,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,877
UM-HET3,C2018,UT,f,UT11214,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,971
UM-HET3,C2018,UT,f,UT11215,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,711
UM-HET3,C2018,UT,f,UT11216,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1016
UM-HET3,C2018,UT,f,UT11217,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1119
UM-HET3,C2018,UT,f,UT11342,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,754
UM-HET3,C2018,UT,f,UT11343,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1015
UM-HET3,C2018,UT,f,UT11344,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,870
UM-HET3,C2018,UT,f,UT11345,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,888
UM-HET3,C2018,UT,f,UT11405,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,870
UM-HET3,C2018,UT,f,UT11406,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,978
UM-HET3,C2018,UT,f,UT11407,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,737
UM-HET3,C2018,UT,f,UT11408,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,901
UM-HET3,C2018,UT,f,UT11508,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,878
UM-HET3,C2018,UT,f,UT11509,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,808
UM-HET3,C2018,UT,f,UT11510,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,954
UM-HET3,C2018,UT,f,UT11511,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,662
UM-HET3,C2018,UT,f,UT11553,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,902
UM-HET3,C2018,UT,f,UT11554,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,762
UM-HET3,C2018,UT,f,UT11555,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1038
UM-HET3,C2018,UT,f,UT11556,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,961
UM-HET3,C2018,UT,f,UT11576,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,711
UM-HET3,C2018,UT,f,UT11577,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,760
UM-HET3,C2018,UT,f,UT11578,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,669
UM-HET3,C2018,UT,f,UT11579,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,922
UM-HET3,C2018,UT,f,UT11648,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1110
UM-HET3,C2018,UT,f,UT11649,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1082
UM-HET3,C2018,UT,f,UT11650,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1098
UM-HET3,C2018,UT,f,UT11651,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,983
UM-HET3,C2018,UT,f,UT11718,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1167
UM-HET3,C2018,UT,f,UT11719,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,634
UM-HET3,C2018,UT,f,UT11720,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1002
UM-HET3,C2018,UT,f,UT11721,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,745
UM-HET3,C2018,UT,f,UT11778,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,887
UM-HET3,C2018,UT,f,UT11779,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,582
UM-HET3,C2018,UT,f,UT11780,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,991
UM-HET3,C2018,UT,f,UT11781,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,203
UM-HET3,C2018,UT,f,UT11855,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,733
UM-HET3,C2018,UT,f,UT11856,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,873
UM-HET3,C2018,UT,f,UT11857,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,707
UM-HET3,C2018,UT,f,UT11858,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,759
UM-HET3,C2018,UT,f,UT11866,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,325
UM-HET3,C2018,UT,f,UT11867,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,325
UM-HET3,C2018,UT,f,UT11868,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,325
UM-HET3,C2018,UT,f,UT11869,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,325
UM-HET3,C2018,UT,m,UT11186,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,858
UM-HET3,C2018,UT,m,UT11187,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,270
