population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days),l,m,n,o
UM-HET3,C2020,TJL,f,JL21727,Control,0,,dead,True,827,,,,
UM-HET3,C2020,TJL,f,JL21728,Control,0,,dead,True,770,,,,
UM-HET3,C2020,TJL,f,JL21729,Control,0,,dead,True,640,,,,
UM-HET3,C2020,TJL,f,JL21773,Control,0,,dead,True,644,,,,
UM-HET3,C2020,TJL,f,JL21774,Control,0,,dead,True,979,,,,
UM-HET3,C2020,TJL,f,JL21775,Control,0,,dead,True,561,,,,
UM-HET3,C2020,TJL,f,JL21776,Control,0,,dead,True,983,,,,
UM-HET3,C2020,TJL,f,JL21777,Control,0,,dead,True,316,,,,
UM-HET3,C2020,TJL,f,JL21778,Control,0,,dead,True,1014,,,,
UM-HET3,C2020,TJL,f,JL21779,Control,0,,dead,True,712,,,,
UM-HET3,C2020,TJL,f,JL21780,Control,0,,dead,True,791,,,,
UM-HET3,C2020,TJL,f,JL21832,Control,0,,dead,True,640,,,,
UM-HET3,C2020,TJL,f,JL21833,Control,0,,dead,True,1177,,,,
UM-HET3,C2020,TJL,f,JL21834,Control,0,,dead,True,805,,,,
UM-HET3,C2020,TJL,f,JL21835,Control,0,,dead,True,819,,,,
UM-HET3,C2020,TJL,f,JL21872,Control,0,,dead,True,1032,,,,
UM-HET3,C2020,TJL,f,JL21873,Control,0,,dead,True,1206,,,,
UM-HET3,C2020,TJL,f,JL21874,Control,0,,dead,True,913,,,,
UM-HET3,C2020,TJL,f,JL21875,Control,0,,dead,True,617,,,,
UM-HET3,C2020,TJL,f,JL21888,Control,0,,dead,True,855,,,,
UM-HET3,C2020,TJL,f,JL21889,Control,0,,dead,True,946,,,,
UM-HET3,C2020,TJL,f,JL21890,Control,0,,dead,True,915,,,,
UM-HET3,C2020,TJL,f,JL21891,Control,0,,dead,True,929,,,,
UM-HET3,C2020,TJL,m,JL21036,Control,0,,dead,True,880,,,,
UM-HET3,C2020,TJL,m,JL21037,Control,0,,dead,True,986,,,,
UM-HET3,C2020,TJL,m,JL21038,Control,0,,dead,True,659,,,,
UM-HET3,C2020,TJL,m,JL21045,Control,0,,dead,True,913,,,,
UM-HET3,C2020,TJL,m,JL21046,Control,0,,dead,True,821,,,,
UM-HET3,C2020,TJL,m,JL21047,Control,0,,dead,True,1057,,,,
UM-HET3,C2020,TJL,m,JL21059,Control,0,,dead,True,694,,,,
UM-HET3,C2020,TJL,m,JL21060,Control,0,,dead,True,774,,,,
UM-HET3,C2020,TJL,m,JL21061,Control,0,,dead,True,718,,,,
UM-HET3,C2020,TJL,m,JL21066,Control,0,,dead,True,945,,,,
UM-HET3,C2020,TJL,m,JL21067,Control,0,,dead,True,578,,,,
UM-HET3,C2020,TJL,m,JL21068,Control,0,,dead,True,531,,,,
UM-HET3,C2020,TJL,m,JL21150,Control,0,,dead,True,1131,,,,
UM-HET3,C2020,TJL,m,JL21151,Control,0,,dead,True,284,,,,
UM-HET3,C2020,TJL,m,JL21152,Control,0,,dead,True,669,,,,
UM-HET3,C2020,TJL,m,JL21153,Control,0,,dead,True,1257,,,,
UM-HET3,C2020,TJL,m,JL21154,Control,0,,dead,True,827,,,,
UM-HET3,C2020,TJL,m,JL21155,Control,0,,dead,True,605,,,,
UM-HET3,C2020,TJL,m,JL21192,Control,0,,dead,True,939,,,,
UM-HET3,C2020,TJL,m,JL21193,Control,0,,dead,True,267,,,,
UM-HET3,C2020,TJL,m,JL21194,Control,0,,dead,True,344,,,,
UM-HET3,C2020,TJL,m,JL21234,Control,0,,dead,True,1088,,,,
UM-HET3,C2020,TJL,m,JL21235,Control,0,,dead,True,989,,,,
UM-HET3,C2020,TJL,m,JL21236,Control,0,,dead,True,1070,,,,
UM-HET3,C2020,TJL,m,JL21243,Control,0,,dead,True,526,,,,
UM-HET3,C2020,TJL,m,JL21244,Control,0,,dead,True,893,,,,
UM-HET3,C2020,TJL,m,JL21245,Control,0,,dead,True,624,,,,
UM-HET3,C2020,TJL,m,JL21249,Control,0,,dead,True,911,,,,
UM-HET3,C2020,TJL,m,JL21250,Control,0,,dead,True,638,,,,
UM-HET3,C2020,TJL,m,JL21251,Control,0,,dead,True,962,,,,
UM-HET3,C2020,TJL,m,JL21329,Control,0,,dead,True,795,,,,
UM-HET3,C2020,TJL,m,JL21330,Control,0,,dead,True,1188,,,,
UM-HET3,C2020,TJL,m,JL21331,Control,0,,dead,True,909,,,,
UM-HET3,C2020,TJL,m,JL21347,Control,0,,dead,True,1072,,,,
UM-HET3,C2020,TJL,m,JL21348,Control,0,,dead,True,875,,,,
UM-HET3,C2020,TJL,m,JL21349,Control,0,,dead,True,487,,,,
UM-HET3,C2020,TJL,m,JL21382,Control,0,,dead,True,984,,,,
UM-HET3,C2020,TJL,m,JL21383,Control,0,,dead,True,456,,,,
UM-HET3,C2020,TJL,m,JL21384,Control,0,,dead,True,727,,,,
UM-HET3,C2020,TJL,m,JL21388,Control,0,,dead,True,295,,,,
UM-HET3,C2020,TJL,m,JL21389,Control,0,,dead,True,506,,,,
UM-HET3,C2020,TJL,m,JL21390,Control,0,,dead,True,809,,,,
UM-HET3,C2020,TJL,m,JL21442,Control,0,,dead,True,1176,,,,
UM-HET3,C2020,TJL,m,JL21443,Control,0,,dead,True,516,,,,
UM-HET3,C2020,TJL,m,JL21444,Control,0,,dead,True,519,,,,
UM-HET3,C2020,TJL,m,JL21463,Control,0,,dead,True,845,,,,
UM-HET3,C2020,TJL,m,JL21464,Control,0,,dead,True,904,,,,
UM-HET3,C2020,TJL,m,JL21465,Control,0,,dead,True,977,,,,
UM-HET3,C2020,TJL,m,JL21469,Control,0,,dead,True,845,,,,
UM-HET3,C2020,TJL,m,JL21470,Control,0,,dead,True,462,,,,
UM-HET3,C2020,TJL,m,JL21471,Control,0,,dead,True,602,,,,
UM-HET3,C2020,TJL,m,JL21472,Control,0,,removed,False,422,,,,
UM-HET3,C2020,TJL,m,JL21473,Control,0,,removed,False,422,,,,
UM-HET3,C2020,TJL,m,JL21474,Control,0,,removed,False,422,,,,
UM-HET3,C2020,TJL,m,JL21551,Control,0,,dead,True,634,,,,
UM-HET3,C2020,TJL,m,JL21552,Control,0,,dead,True,714,,,,
UM-HET3,C2020,TJL,m,JL21553,Control,0,,dead,True,1218,,,,
UM-HET3,C2020,TJL,m,JL21566,Control,0,,dead,True,899,,,,
UM-HET3,C2020,TJL,m,JL21567,Control,0,,dead,True,1079,,,,
UM-HET3,C2020,TJL,m,JL21568,Control,0,,dead,True,949,,,,
UM-HET3,C2020,TJL,m,JL21626,Control,0,,dead,True,564,,,,
UM-HET3,C2020,TJL,m,JL21627,Control,0,,dead,True,946,,,,
UM-HET3,C2020,TJL,m,JL21628,Control,0,,dead,True,607,,,,
UM-HET3,C2020,TJL,m,JL21644,Control,0,,dead,True,939,,,,
UM-HET3,C2020,TJL,m,JL21645,Control,0,,dead,True,715,,,,
UM-HET3,C2020,TJL,m,JL21646,Control,0,,dead,True,681,,,,
UM-HET3,C2020,TJL,m,JL21677,Control,0,,dead,True,379,,,,
UM-HET3,C2020,TJL,m,JL21678,Control,0,,dead,True,645,,,,
UM-HET3,C2020,TJL,m,JL21679,Control,0,,dead,True,463,,,,
UM-HET3,C2020,TJL,m,JL21689,Control,0,,dead,True,676,,,,
UM-HET3,C2020,TJL,m,JL21690,Control,0,,dead,True,736,,,,
UM-HET3,C2020,TJL,m,JL21691,Control,0,,dead,True,1019,,,,
UM-HET3,C2020,TJL,m,JL21712,Control,0,,dead,True,861,,,,
UM-HET3,C2020,TJL,m,JL21713,Control,0,,dead,True,607,,,,
UM-HET3,C2020,TJL,m,JL21714,Control,0,,dead,True,525,,,,
UM-HET3,C2020,TJL,m,JL21754,Control,0,,dead,True,1116,,,,
UM-HET3,C2020,TJL,m,JL21755,Control,0,,dead,True,824,,,,
UM-HET3,C2020,TJL,m,JL21756,Control,0,,dead,True,564,,,,
UM-HET3,C2020,TJL,m,JL21781,Control,0,,dead,True,644,,,,
UM-HET3,C2020,TJL,m,JL21782,Control,0,,dead,True,928,,,,
UM-HET3,C2020,TJL,m,JL21783,Control,0,,dead,True,778,,,,
UM-HET3,C2020,TJL,m,JL21806,Control,0,,dead,True,458,,,,
UM-HET3,C2020,TJL,m,JL21807,Control,0,,dead,True,1175,,,,
UM-HET3,C2020,TJL,m,JL21808,Control,0,,dead,True,1141,,,,
UM-HET3,C2020,TJL,m,JL21853,Control,0,,dead,True,922,,,,
UM-HET3,C2020,TJL,m,JL21854,Control,0,,dead,True,877,,,,
UM-HET3,C2020,TJL,m,JL21855,Control,0,,dead,True,641,,,,
UM-HET3,C2020,TJL,m,JL21856,Control,0,,dead,True,841,,,,
UM-HET3,C2020,TJL,m,JL21857,Control,0,,dead,True,693,,,,
UM-HET3,C2020,TJL,m,JL21858,Control,0,,dead,True,852,,,,
UM-HET3,C2020,TJL,m,JL21910,Control,0,,dead,True,585,,,,
UM-HET3,C2020,TJL,m,JL21911,Control,0,,dead,True,765,,,,
UM-HET3,C2020,TJL,m,JL21912,Control,0,,dead,True,811,,,,
UM-HET3,C2020,TJL,m,JL21922,Control,0,,dead,True,1012,,,,
UM-HET3,C2020,TJL,m,JL21923,Control,0,,dead,True,877,,,,
UM-HET3,C2020,TJL,m,JL21924,Control,0,,dead,True,998,,,,
UM-HET3,C2020,TJL,m,JL21925,Control,0,,dead,True,1063,,,,
UM-HET3,C2020,TJL,m,JL21926,Control,0,,dead,True,921,,,,
UM-HET3,C2020,TJL,m,JL21927,Control,0,,dead,True,1092,,,,
UM-HET3,C2020,TJL,m,JL21943,Control,0,,dead,True,581,,,,
UM-HET3,C2020,TJL,m,JL21944,Control,0,,dead,True,613,,,,
UM-HET3,C2020,TJL,m,JL21945,Control,0,,dead,True,393,,,,
UM-HET3,C2020,UM,f,UM100506,Control,0,,dead,True,909,,,,
UM-HET3,C2020,UM,f,UM100513,Control,0,,dead,True,803,,,,
UM-HET3,C2020,UM,f,UM100520,Control,0,,dead,True,1112,,,,
UM-HET3,C2020,UM,f,UM100527,Control,0,,dead,True,770,,,,
UM-HET3,C2020,UM,f,UM100555,Control,0,,dead,True,563,,,,
UM-HET3,C2020,UM,f,UM100562,Control,0,,dead,True,1030,,,,
UM-HET3,C2020,UM,f,UM100569,Control,0,,dead,True,927,,,,
UM-HET3,C2020,UM,f,UM100576,Control,0,,dead,True,1069,,,,
UM-HET3,C2020,UM,f,UM100954,Control,0,,dead,True,425,,,,
UM-HET3,C2020,UM,f,UM100961,Control,0,,dead,True,791,,,,
UM-HET3,C2020,UM,f,UM100968,Control,0,,dead,True,753,,,,
UM-HET3,C2020,UM,f,UM100975,Control,0,,dead,True,850,,,,
UM-HET3,C2020,UM,f,UM100982,Control,0,,dead,True,993,,,,
UM-HET3,C2020,UM,f,UM100989,Control,0,,dead,True,813,,,,
UM-HET3,C2020,UM,f,UM100996,Control,0,,dead,True,1027,,,,
UM-HET3,C2020,UM,f,UM101003,Control,0,,dead,True,887,,,,
UM-HET3,C2020,UM,f,UM101220,Control,0,,dead,True,1192,,,,
UM-HET3,C2020,UM,f,UM101227,Control,0,,dead,True,787,,,,
UM-HET3,C2020,UM,f,UM101234,Control,0,,dead,True,1084,,,,
UM-HET3,C2020,UM,f,UM101241,Control,0,,dead,True,793,,,,
UM-HET3,C2020,UM,f,UM101549,Control,0,,dead,True,826,,,,
UM-HET3,C2020,UM,f,UM101556,Control,0,,dead,True,792,,,,
UM-HET3,C2020,UM,f,UM101563,Control,0,,dead,True,864,,,,
UM-HET3,C2020,UM,f,UM101570,Control,0,,dead,True,866,,,,
UM-HET3,C2020,UM,f,UM95424,Control,0,,dead,True,930,,,,
UM-HET3,C2020,UM,f,UM95431,Control,0,,dead,True,1187,,,,
UM-HET3,C2020,UM,f,UM95438,Control,0,,dead,True,980,,,,
UM-HET3,C2020,UM,f,UM95445,Control,0,,dead,True,852,,,,
UM-HET3,C2020,UM,f,UM95508,Control,0,,dead,True,1063,,,,
UM-HET3,C2020,UM,f,UM95515,Control,0,,dead,True,902,,,,
UM-HET3,C2020,UM,f,UM95522,Control,0,,dead,True,949,,,,
UM-HET3,C2020,UM,f,UM95529,Control,0,,dead,True,889,,,,
UM-HET3,C2020,UM,f,UM95697,Control,0,,dead,True,1134,,,,
UM-HET3,C2020,UM,f,UM95704,Control,0,,dead,True,1080,,,,
UM-HET3,C2020,UM,f,UM95711,Control,0,,dead,True,1159,,,,
UM-HET3,C2020,UM,f,UM95718,Control,0,,dead,True,912,,,,
UM-HET3,C2020,UM,f,UM95984,Control,0,,dead,True,1353,,,,
UM-HET3,C2020,UM,f,UM95991,Control,0,,dead,True,1133,,,,
UM-HET3,C2020,UM,f,UM95998,Control,0,,dead,True,853,,,,
UM-HET3,C2020,UM,f,UM96005,Control,0,,dead,True,869,,,,
UM-HET3,C2020,UM,f,UM96299,Control,0,,dead,True,1017,,,,
UM-HET3,C2020,UM,f,UM96306,Control,0,,dead,True,544,,,,
UM-HET3,C2020,UM,f,UM96313,Control,0,,dead,True,880,,,,
UM-HET3,C2020,UM,f,UM96320,Control,0,,dead,True,919,,,,
UM-HET3,C2020,UM,f,UM96586,Control,0,,dead,True,910,,,,
UM-HET3,C2020,UM,f,UM96593,Control,0,,dead,True,596,,,,
UM-HET3,C2020,UM,f,UM96600,Control,0,,dead,True,720,,,,
UM-HET3,C2020,UM,f,UM96607,Control,0,,removed,False,1461,,,,
UM-HET3,C2020,UM,f,UM96810,Control,0,,dead,True,993,,,,
UM-HET3,C2020,UM,f,UM96817,Control,0,,dead,True,804,,,,
UM-HET3,C2020,UM,f,UM96824,Control,0,,dead,True,804,,,,
UM-HET3,C2020,UM,f,UM96831,Control,0,,dead,True,601,,,,
UM-HET3,C2020,UM,f,UM97300,Control,0,,dead,True,1111,,,,
UM-HET3,C2020,UM,f,UM97307,Control,0,,dead,True,798,,,,
UM-HET3,C2020,UM,f,UM97314,Control,0,,dead,True,1003,,,,
UM-HET3,C2020,UM,f,UM97321,Control,0,,dead,True,1043,,,,
UM-HET3,C2020,UM,f,UM97356,Control,0,,dead,True,878,,,,
UM-HET3,C2020,UM,f,UM97363,Control,0,,dead,True,882,,,,
UM-HET3,C2020,UM,f,UM97370,Control,0,,dead,True,193,,,,
UM-HET3,C2020,UM,f,UM97377,Control,0,,dead,True,920,,,,
UM-HET3,C2020,UM,f,UM97454,Control,0,,dead,True,756,,,,
UM-HET3,C2020,UM,f,UM97461,Control,0,,dead,True,1124,,,,
UM-HET3,C2020,UM,f,UM97468,Control,0,,dead,True,741,,,,
UM-HET3,C2020,UM,f,UM97475,Control,0,,dead,True,832,,,,
UM-HET3,C2020,UM,f,UM98070,Control,0,,dead,True,1145,,,,
UM-HET3,C2020,UM,f,UM98077,Control,0,,dead,True,767,,,,
UM-HET3,C2020,UM,f,UM98084,Control,0,,dead,True,905,,,,
UM-HET3,C2020,UM,f,UM98091,Control,0,,dead,True,530,,,,
UM-HET3,C2020,UM,f,UM98287,Control,0,,dead,True,956,,,,
UM-HET3,C2020,UM,f,UM98294,Control,0,,dead,True,944,,,,
UM-HET3,C2020,UM,f,UM98301,Control,0,,dead,True,686,,,,
UM-HET3,C2020,UM,f,UM98308,Control,0,,dead,True,862,,,,
UM-HET3,C2020,UM,f,UM98609,Control,0,,dead,True,896,,,,
UM-HET3,C2020,UM,f,UM98616,Control,0,,dead,True,937,,,,
UM-HET3,C2020,UM,f,UM98623,Control,0,,dead,True,823,,,,
UM-HET3,C2020,UM,f,UM98630,Control,0,,dead,True,727,,,,
UM-HET3,C2020,UM,f,UM98966,Control,0,,dead,True,1178,,,,
UM-HET3,C2020,UM,f,UM98973,Control,0,,dead,True,756,,,,
UM-HET3,C2020,UM,f,UM98980,Control,0,,dead,True,1132,,,,
UM-HET3,C2020,UM,f,UM98987,Control,0,,dead,True,866,,,,
UM-HET3,C2020,UM,f,UM99274,Control,0,,dead,True,648,,,,
UM-HET3,C2020,UM,f,UM99281,Control,0,,dead,True,1016,,,,
UM-HET3,C2020,UM,f,UM99288,Control,0,,dead,True,747,,,,
UM-HET3,C2020,UM,f,UM99295,Control,0,,dead,True,591,,,,
UM-HET3,C2020,UM,f,UM99589,Control,0,,dead,True,570,,,,
UM-HET3,C2020,UM,f,UM99596,Control,0,,dead,True,748,,,,
UM-HET3,C2020,UM,f,UM99603,Control,0,,dead,True,539,,,,
UM-HET3,C2020,UM,f,UM99610,Control,0,,dead,True,568,,,,
UM-HET3,C2020,UM,m,UM100072,Control,0,,dead,True,1077,,,,
UM-HET3,C2020,UM,m,UM100079,Control,0,,dead,True,401,,,,
UM-HET3,C2020,UM,m,UM100086,Control,0,,dead,True,791,,,,
UM-HET3,C2020,UM,m,UM100289,Control,0,,dead,True,396,,,,
UM-HET3,C2020,UM,m,UM100296,Control,0,,dead,True,906,,,,
UM-HET3,C2020,UM,m,UM100303,Control,0,,dead,True,286,,,,
UM-HET3,C2020,UM,m,UM100331,Control,0,,dead,True,645,,,,
UM-HET3,C2020,UM,m,UM100338,Control,0,,dead,True,482,,,,
UM-HET3,C2020,UM,m,UM100345,Control,0,,dead,True,519,,,,
UM-HET3,C2020,UM,m,UM100534,Control,0,,removed,False,40,,,,
UM-HET3,C2020,UM,m,UM100541,Control,0,,dead,True,304,,,,
UM-HET3,C2020,UM,m,UM100548,Control,0,,dead,True,831,,,,
UM-HET3,C2020,UM,m,UM100632,Control,0,,dead,True,612,,,,
UM-HET3,C2020,UM,m,UM100639,Control,0,,dead,True,718,,,,
UM-HET3,C2020,UM,m,UM100646,Control,0,,dead,True,703,,,,
UM-HET3,C2020,UM,m,UM100933,Control,0,,dead,True,641,,,,
UM-HET3,C2020,UM,m,UM100940,Control,0,,dead,True,1100,,,,
UM-HET3,C2020,UM,m,UM100947,Control,0,,dead,True,754,,,,
UM-HET3,C2020,UM,m,UM101038,Control,0,,dead,True,1241,,,,
UM-HET3,C2020,UM,m,UM101045,Control,0,,dead,True,1069,,,,
UM-HET3,C2020,UM,m,UM101052,Control,0,,dead,True,956,,,,
UM-HET3,C2020,UM,m,UM101108,Control,0,,dead,True,758,,,,
UM-HET3,C2020,UM,m,UM101115,Control,0,,dead,True,603,,,,
UM-HET3,C2020,UM,m,UM101122,Control,0,,dead,True,722,,,,
UM-HET3,C2020,UM,m,UM101178,Control,0,,dead,True,1081,,,,
UM-HET3,C2020,UM,m,UM101185,Control,0,,dead,True,509,,,,
UM-HET3,C2020,UM,m,UM101192,Control,0,,dead,True,903,,,,
UM-HET3,C2020,UM,m,UM101430,Control,0,,dead,True,318,,,,
UM-HET3,C2020,UM,m,UM101437,Control,0,,dead,True,1220,,,,
UM-HET3,C2020,UM,m,UM101444,Control,0,,dead,True,532,,,,
UM-HET3,C2020,UM,m,UM101745,Control,0,,dead,True,836,,,,
UM-HET3,C2020,UM,m,UM101752,Control,0,,dead,True,836,,,,
UM-HET3,C2020,UM,m,UM101759,Control,0,,dead,True,896,,,,
UM-HET3,C2020,UM,m,UM95165,Control,0,,dead,True,866,,,,
UM-HET3,C2020,UM,m,UM95172,Control,0,,dead,True,716,,,,
UM-HET3,C2020,UM,m,UM95179,Control,0,,dead,True,1077,,,,
UM-HET3,C2020,UM,m,UM95186,Control,0,,dead,True,501,,,,
UM-HET3,C2020,UM,m,UM95193,Control,0,,dead,True,1143,,,,
UM-HET3,C2020,UM,m,UM95200,Control,0,,dead,True,730,,,,
UM-HET3,C2020,UM,m,UM95774,Control,0,,dead,True,824,,,,
UM-HET3,C2020,UM,m,UM95781,Control,0,,dead,True,618,,,,
UM-HET3,C2020,UM,m,UM95788,Control,0,,dead,True,1074,,,,
UM-HET3,C2020,UM,m,UM95816,Control,0,,dead,True,896,,,,
UM-HET3,C2020,UM,m,UM95823,Control,0,,dead,True,704,,,,
UM-HET3,C2020,UM,m,UM95830,Control,0,,dead,True,928,,,,
UM-HET3,C2020,UM,m,UM96089,Control,0,,dead,True,562,,,,
UM-HET3,C2020,UM,m,UM96096,Control,0,,dead,True,1064,,,,
UM-HET3,C2020,UM,m,UM96103,Control,0,,dead,True,1045,,,,
UM-HET3,C2020,UM,m,UM96390,Control,0,,dead,True,965,,,,
UM-HET3,C2020,UM,m,UM96397,Control,0,,dead,True,1009,,,,
UM-HET3,C2020,UM,m,UM96404,Control,0,,dead,True,219,,,,
UM-HET3,C2020,UM,m,UM96432,Control,0,,dead,True,618,,,,
UM-HET3,C2020,UM,m,UM96439,Control,0,,dead,True,870,,,,
UM-HET3,C2020,UM,m,UM96446,Control,0,,dead,True,968,,,,
UM-HET3,C2020,UM,m,UM96866,Control,0,,dead,True,606,,,,
UM-HET3,C2020,UM,m,UM96873,Control,0,,dead,True,632,,,,
UM-HET3,C2020,UM,m,UM96880,Control,0,,dead,True,680,,,,
UM-HET3,C2020,UM,m,UM96950,Control,0,,dead,True,817,,,,
UM-HET3,C2020,UM,m,UM96957,Control,0,,dead,True,901,,,,
UM-HET3,C2020,UM,m,UM96964,Control,0,,dead,True,1109,,,,
UM-HET3,C2020,UM,m,UM97048,Control,0,,dead,True,434,,,,
UM-HET3,C2020,UM,m,UM97055,Control,0,,dead,True,509,,,,
UM-HET3,C2020,UM,m,UM97062,Control,0,,dead,True,926,,,,
UM-HET3,C2020,UM,m,UM97531,Control,0,,dead,True,789,,,,
UM-HET3,C2020,UM,m,UM97538,Control,0,,dead,True,1289,,,,
UM-HET3,C2020,UM,m,UM97545,Control,0,,removed,False,733,,,,
UM-HET3,C2020,UM,m,UM97552,Control,0,,dead,True,1096,,,,
UM-HET3,C2020,UM,m,UM97559,Control,0,,dead,True,435,,,,
UM-HET3,C2020,UM,m,UM97566,Control,0,,dead,True,867,,,,
UM-HET3,C2020,UM,m,UM97832,Control,0,,dead,True,961,,,,
UM-HET3,C2020,UM,m,UM97839,Control,0,,removed,False,44,,,,
UM-HET3,C2020,UM,m,UM97846,Control,0,,dead,True,851,,,,
UM-HET3,C2020,UM,m,UM97853,Control,0,,dead,True,919,,,,
UM-HET3,C2020,UM,m,UM97860,Control,0,,dead,True,826,,,,
UM-HET3,C2020,UM,m,UM97867,Control,0,,dead,True,1104,,,,
UM-HET3,C2020,UM,m,UM98175,Control,0,,dead,True,719,,,,
UM-HET3,C2020,UM,m,UM98182,Control,0,,removed,False,45,,,,
UM-HET3,C2020,UM,m,UM98189,Control,0,,dead,True,844,,,,
UM-HET3,C2020,UM,m,UM98266,Control,0,,dead,True,1139,,,,
UM-HET3,C2020,UM,m,UM98273,Control,0,,dead,True,818,,,,
UM-HET3,C2020,UM,m,UM98280,Control,0,,dead,True,1005,,,,
UM-HET3,C2020,UM,m,UM98532,Control,0,,dead,True,1022,,,,
UM-HET3,C2020,UM,m,UM98539,Control,0,,dead,True,885,,,,
UM-HET3,C2020,UM,m,UM98546,Control,0,,dead,True,936,,,,
UM-HET3,C2020,UM,m,UM98707,Control,0,,dead,True,1099,,,,
UM-HET3,C2020,UM,m,UM98714,Control,0,,dead,True,1233,,,,
UM-HET3,C2020,UM,m,UM98721,Control,0,,dead,True,548,,,,
UM-HET3,C2020,UM,m,UM98819,Control,0,,dead,True,928,,,,
UM-HET3,C2020,UM,m,UM98826,Control,0,,dead,True,610,,,,
UM-HET3,C2020,UM,m,UM98833,Control,0,,dead,True,781,,,,
UM-HET3,C2020,UM,m,UM99099,Control,0,,dead,True,755,,,,
UM-HET3,C2020,UM,m,UM99106,Control,0,,dead,True,1012,,,,
UM-HET3,C2020,UM,m,UM99113,Control,0,,dead,True,878,,,,
UM-HET3,C2020,UM,m,UM99477,Control,0,,dead,True,760,,,,
UM-HET3,C2020,UM,m,UM99484,Control,0,,dead,True,834,,,,
UM-HET3,C2020,UM,m,UM99491,Control,0,,dead,True,931,,,,
UM-HET3,C2020,UM,m,UM99617,Control,0,,dead,True,731,,,,
UM-HET3,C2020,UM,m,UM99624,Control,0,,dead,True,662,,,,
UM-HET3,C2020,UM,m,UM99631,Control,0,,dead,True,358,,,,
UM-HET3,C2020,UM,m,UM99806,Control,0,,dead,True,1106,,,,
UM-HET3,C2020,UM,m,UM99813,Control,0,,dead,True,1116,,,,
UM-HET3,C2020,UM,m,UM99820,Control,0,,dead,True,975,,,,
UM-HET3,C2020,UT,f,UT13525,Control,0,,dead,True,825,,,,
UM-HET3,C2020,UT,f,UT13526,Control,0,,dead,True,818,,,,
UM-HET3,C2020,UT,f,UT13527,Control,0,,dead,True,802,,,,
UM-HET3,C2020,UT,f,UT13528,Control,0,,dead,True,955,,,,
UM-HET3,C2020,UT,f,UT13601,Control,0,,dead,True,1057,,,,
UM-HET3,C2020,UT,f,UT13602,Control,0,,dead,True,912,,,,
UM-HET3,C2020,UT,f,UT13603,Control,0,,dead,True,537,,,,
UM-HET3,C2020,UT,f,UT13604,Control,0,,dead,True,920,,,,
UM-HET3,C2020,UT,f,UT13639,Control,0,,dead,True,1149,,,,
UM-HET3,C2020,UT,f,UT13640,Control,0,,dead,True,1051,,,,
UM-HET3,C2020,UT,f,UT13641,Control,0,,dead,True,749,,,,
UM-HET3,C2020,UT,f,UT13642,Control,0,,dead,True,826,,,,
UM-HET3,C2020,UT,f,UT13700,Control,0,,dead,True,499,,,,
UM-HET3,C2020,UT,f,UT13701,Control,0,,dead,True,1010,,,,
UM-HET3,C2020,UT,f,UT13702,Control,0,,dead,True,756,,,,
UM-HET3,C2020,UT,f,UT13703,Control,0,,dead,True,740,,,,
UM-HET3,C2020,UT,f,UT13721,Control,0,,dead,True,1151,,,,
UM-HET3,C2020,UT,f,UT13722,Control,0,,dead,True,903,,,,
UM-HET3,C2020,UT,f,UT13723,Control,0,,dead,True,1082,,,,
UM-HET3,C2020,UT,f,UT13724,Control,0,,dead,True,920,,,,
UM-HET3,C2020,UT,f,UT13778,Control,0,,dead,True,1030,,,,
UM-HET3,C2020,UT,f,UT13779,Control,0,,dead,True,1010,,,,
UM-HET3,C2020,UT,f,UT13780,Control,0,,dead,True,994,,,,
UM-HET3,C2020,UT,f,UT13781,Control,0,,dead,True,994,,,,
UM-HET3,C2020,UT,f,UT13827,Control,0,,dead,True,842,,,,
UM-HET3,C2020,UT,f,UT13828,Control,0,,dead,True,762,,,,
UM-HET3,C2020,UT,f,UT13829,Control,0,,dead,True,957,,,,
UM-HET3,C2020,UT,f,UT13830,Control,0,,dead,True,754,,,,
UM-HET3,C2020,UT,f,UT13844,Control,0,,dead,True,750,,,,
UM-HET3,C2020,UT,f,UT13845,Control,0,,dead,True,872,,,,
UM-HET3,C2020,UT,f,UT13846,Control,0,,dead,True,1172,,,,
UM-HET3,C2020,UT,f,UT13847,Control,0,,dead,True,826,,,,
UM-HET3,C2020,UT,f,UT13936,Control,0,,dead,True,997,,,,
UM-HET3,C2020,UT,f,UT13937,Control,0,,dead,True,816,,,,
UM-HET3,C2020,UT,f,UT13938,Control,0,,dead,True,866,,,,
UM-HET3,C2020,UT,f,UT13939,Control,0,,dead,True,1062,,,,
UM-HET3,C2020,UT,f,UT13954,Control,0,,dead,True,906,,,,
UM-HET3,C2020,UT,f,UT13955,Control,0,,dead,True,871,,,,
UM-HET3,C2020,UT,f,UT13956,Control,0,,dead,True,793,,,,
UM-HET3,C2020,UT,f,UT13957,Control,0,,dead,True,1064,,,,
UM-HET3,C2020,UT,f,UT13988,Control,0,,dead,True,979,,,,
UM-HET3,C2020,UT,f,UT13989,Control,0,,dead,True,798,,,,
UM-HET3,C2020,UT,f,UT13990,Control,0,,dead,True,1026,,,,
UM-HET3,C2020,UT,f,UT13991,Control,0,,dead,True,939,,,,
UM-HET3,C2020,UT,f,UT14018,Control,0,,dead,True,826,,,,
UM-HET3,C2020,UT,f,UT14019,Control,0,,dead,True,920,,,,
